Loyalty Number,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cohort,Status,Enrollment Date,Cancellation Date,Tenure Months,Salary Clean,Salary Missing,CLV Band,Card Rank
465962,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57194.0,Married,Nova,4513.44,Standard,2016,10,,,Pre-2018 Standard,Active,2016-10-01,,26,57194.0,False,4-6k,2
762272,Ontario,Toronto,P1J 8T7,Female,Bachelor,57194.0,Married,Nova,4513.44,Standard,2014,5,,,Pre-2018 Standard,Active,2014-05-01,,55,57194.0,False,4-6k,2
926874,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,47639.0,Divorced,Nova,4515.45,Standard,2018,5,,,2018 Standard,Active,2018-05-01,,7,47639.0,False,4-6k,2
857247,Quebec,Montreal,H4G 3T4,Male,College,,Married,Nova,4516.81,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,,True,4-6k,2
719673,Ontario,Toronto,M2P 4F6,Female,High School or Below,71398.0,Married,Nova,4517.91,Standard,2012,12,,,Pre-2018 Standard,Active,2012-12-01,,72,71398.0,False,4-6k,2
643117,Newfoundland,St. John's,A1C 6H9,Male,Master,99446.0,Divorced,Nova,4518.78,Standard,2015,5,,,Pre-2018 Standard,Active,2015-05-01,,43,99446.0,False,4-6k,2
440785,Ontario,Toronto,M8Y 4K8,Female,College,,Married,Nova,4522.88,Standard,2013,1,,,Pre-2018 Standard,Active,2013-01-01,,71,,True,4-6k,2
588980,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,4524.64,Standard,2014,12,,,Pre-2018 Standard,Active,2014-12-01,,48,,True,4-6k,2
731593,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,55909.0,Married,Nova,4525.28,Standard,2014,6,,,Pre-2018 Standard,Active,2014-06-01,,54,55909.0,False,4-6k,2
700343,Alberta,Peace River,T9O 2W2,Male,High School or Below,39494.0,Single,Nova,4525.37,Standard,2014,1,,,Pre-2018 Standard,Active,2014-01-01,,59,39494.0,False,4-6k,2
608508,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Nova,4526.53,Standard,2013,11,,,Pre-2018 Standard,Active,2013-11-01,,61,,True,4-6k,2
662594,Saskatchewan,Regina,S6J 3G0,Male,College,,Single,Nova,4526.53,Standard,2015,9,,,Pre-2018 Standard,Active,2015-09-01,,39,,True,4-6k,2
583539,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Nova,4526.61,Standard,2015,12,,,Pre-2018 Standard,Active,2015-12-01,,36,,True,4-6k,2
168727,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,99902.0,Married,Nova,4526.95,Standard,2018,11,,,2018 Standard,Active,2018-11-01,,1,99902.0,False,4-6k,2
741483,Alberta,Edmonton,T9G 1W3,Female,Bachelor,97789.0,Married,Nova,4528.74,Standard,2015,1,,,Pre-2018 Standard,Active,2015-01-01,,47,97789.0,False,4-6k,2
526867,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,79568.0,Married,Nova,4529.06,Standard,2018,8,,,2018 Standard,Active,2018-08-01,,4,79568.0,False,4-6k,2
432031,Ontario,Ottawa,K1F 2R2,Male,Bachelor,101245.0,Married,Nova,4529.07,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,101245.0,False,4-6k,2
490806,British Columbia,Kelowna,V09 2E9,Female,Bachelor,78936.0,Single,Nova,4529.97,Standard,2013,9,,,Pre-2018 Standard,Active,2013-09-01,,63,78936.0,False,4-6k,2
587136,Ontario,Toronto,M8Y 4K8,Male,Bachelor,78936.0,Single,Nova,4529.97,Standard,2014,5,2017.0,11.0,Pre-2018 Standard,Cancelled,2014-05-01,2017-11-01,42,78936.0,False,4-6k,2
424451,Ontario,Toronto,P5S 6R4,Female,College,,Single,Nova,4529.98,Standard,2018,11,,,2018 Standard,Active,2018-11-01,,1,,True,4-6k,2
295906,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,70658.0,Married,Nova,4530.39,Standard,2013,4,,,Pre-2018 Standard,Active,2013-04-01,,68,70658.0,False,4-6k,2
306596,Ontario,Trenton,K8V 4B2,Female,Bachelor,70658.0,Married,Nova,4530.39,Standard,2018,6,,,2018 Standard,Active,2018-06-01,,6,70658.0,False,4-6k,2
246737,Manitoba,Winnipeg,R3R 3T4,Female,College,,Single,Nova,4531.68,Standard,2016,6,,,Pre-2018 Standard,Active,2016-06-01,,30,,True,4-6k,2
256544,Ontario,Toronto,M2M 7K8,Female,Bachelor,92128.0,Single,Nova,4538.85,Standard,2018,7,,,2018 Standard,Active,2018-07-01,,5,92128.0,False,4-6k,2
344580,Alberta,Edmonton,T9G 1W3,Male,Bachelor,92128.0,Single,Nova,4538.85,Standard,2017,10,,,Pre-2018 Standard,Active,2017-10-01,,14,92128.0,False,4-6k,2
534904,Ontario,Toronto,P1L 8X8,Male,Bachelor,75487.0,Married,Nova,4540.38,Standard,2013,1,,,Pre-2018 Standard,Active,2013-01-01,,71,75487.0,False,4-6k,2
713998,Ontario,Toronto,P1W 1K4,Male,College,,Married,Nova,4549.08,Standard,2014,10,,,Pre-2018 Standard,Active,2014-10-01,,50,,True,4-6k,2
602222,Ontario,Trenton,K8V 4B2,Female,High School or Below,67969.0,Married,Nova,4549.34,Standard,2017,6,,,Pre-2018 Standard,Active,2017-06-01,,18,67969.0,False,4-6k,2
366161,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,43859.0,Married,Nova,4674.71,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,43859.0,False,4-6k,2
575123,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Nova,4553.19,Standard,2012,9,,,Pre-2018 Standard,Active,2012-09-01,,75,,True,4-6k,2
707869,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,76590.0,Married,Nova,4553.81,Standard,2014,9,,,Pre-2018 Standard,Active,2014-09-01,,51,76590.0,False,4-6k,2
752688,Ontario,Ottawa,K1G 4Z0,Male,High School or Below,72155.0,Divorced,Nova,4556.07,Standard,2015,5,,,Pre-2018 Standard,Active,2015-05-01,,43,72155.0,False,4-6k,2
327015,Ontario,Toronto,P1J 8T7,Female,College,,Single,Nova,4558.5,Standard,2014,6,,,Pre-2018 Standard,Active,2014-06-01,,54,,True,4-6k,2
442868,Saskatchewan,Regina,S1J 3C5,Male,College,,Single,Nova,4558.59,Standard,2013,9,,,Pre-2018 Standard,Active,2013-09-01,,63,,True,4-6k,2
703160,Saskatchewan,Regina,S6J 3G0,Male,High School or Below,80050.0,Married,Nova,4561.27,Standard,2016,8,2016.0,11.0,Pre-2018 Standard,Cancelled,2016-08-01,2016-11-01,3,80050.0,False,4-6k,2
681649,Ontario,Toronto,P2T 6G3,Male,Bachelor,60582.0,Divorced,Nova,4563.02,Standard,2012,5,,,Pre-2018 Standard,Active,2012-05-01,,79,60582.0,False,4-6k,2
507189,Quebec,Tremblant,H5Y 2S9,Female,Doctor,115060.0,Married,Nova,4567.87,Standard,2014,3,,,Pre-2018 Standard,Active,2014-03-01,,57,115060.0,False,4-6k,2
698915,New Brunswick,Moncton,E1A 2A7,Female,Doctor,115060.0,Married,Nova,4567.87,Standard,2016,1,2016.0,9.0,Pre-2018 Standard,Cancelled,2016-01-01,2016-09-01,8,115060.0,False,4-6k,2
111176,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Nova,4568.82,Standard,2014,6,,,Pre-2018 Standard,Active,2014-06-01,,54,,True,4-6k,2
893789,Ontario,Trenton,K8V 4B2,Male,Bachelor,98851.0,Divorced,Nova,4571.51,Standard,2016,3,,,Pre-2018 Standard,Active,2016-03-01,,33,98851.0,False,4-6k,2
764844,Quebec,Quebec City,G1B 3L5,Female,Bachelor,90047.0,Single,Nova,4571.61,Standard,2018,7,,,2018 Standard,Active,2018-07-01,,5,90047.0,False,4-6k,2
397820,Ontario,Toronto,P1L 8X8,Male,College,,Single,Nova,4574.55,Standard,2016,9,,,Pre-2018 Standard,Active,2016-09-01,,27,,True,4-6k,2
464187,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,4574.55,Standard,2013,9,,,Pre-2018 Standard,Active,2013-09-01,,63,,True,4-6k,2
692741,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,55985.0,Single,Nova,4574.92,Standard,2013,4,2016.0,5.0,Pre-2018 Standard,Cancelled,2013-04-01,2016-05-01,37,55985.0,False,4-6k,2
782606,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61294.0,Married,Nova,4579.61,Standard,2018,12,,,2018 Standard,Active,2018-12-01,,0,61294.0,False,4-6k,2
898437,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,68171.0,Divorced,Nova,4582.16,Standard,2015,2,,,Pre-2018 Standard,Active,2015-02-01,,46,68171.0,False,4-6k,2
788407,British Columbia,Vancouver,V6E 3Z3,Female,College,,Divorced,Nova,4582.65,Standard,2016,2,,,Pre-2018 Standard,Active,2016-02-01,,34,,True,4-6k,2
310252,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,82460.0,Married,Nova,4582.67,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,82460.0,False,4-6k,2
147700,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,48538.0,Married,Nova,4583.1,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,48538.0,False,4-6k,2
547190,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,101280.0,Married,Nova,4583.75,Standard,2016,5,,,Pre-2018 Standard,Active,2016-05-01,,31,101280.0,False,4-6k,2
654086,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,94285.0,Married,Nova,4584.14,Standard,2015,9,,,Pre-2018 Standard,Active,2015-09-01,,39,94285.0,False,4-6k,2
919818,Alberta,Peace River,T9O 2W2,Male,Bachelor,92859.0,Married,Nova,4591.63,Standard,2013,9,,,Pre-2018 Standard,Active,2013-09-01,,63,92859.0,False,4-6k,2
763084,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,60484.0,Married,Nova,4594.29,Standard,2013,12,,,Pre-2018 Standard,Active,2013-12-01,,60,60484.0,False,4-6k,2
204237,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,4595.04,Standard,2016,1,2018.0,3.0,Pre-2018 Standard,Cancelled,2016-01-01,2018-03-01,26,,True,4-6k,2
611086,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,87781.0,Married,Nova,4595.46,Standard,2017,3,,,Pre-2018 Standard,Active,2017-03-01,,21,87781.0,False,4-6k,2
205367,Ontario,Toronto,P5S 6R4,Male,Bachelor,69609.0,Married,Nova,4598.24,Standard,2017,6,,,Pre-2018 Standard,Active,2017-06-01,,18,69609.0,False,4-6k,2
422245,Ontario,Toronto,M2M 6J7,Male,Bachelor,93662.0,Married,Nova,4601.63,Standard,2018,11,,,2018 Standard,Active,2018-11-01,,1,93662.0,False,4-6k,2
152139,Ontario,Toronto,P2T 6G3,Female,Bachelor,80320.0,Single,Nova,4603.98,Standard,2017,1,,,Pre-2018 Standard,Active,2017-01-01,,23,80320.0,False,4-6k,2
558248,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80320.0,Single,Nova,4603.98,Standard,2015,2,2015.0,10.0,Pre-2018 Standard,Cancelled,2015-02-01,2015-10-01,8,80320.0,False,4-6k,2
278865,Quebec,Quebec City,G1B 3L5,Female,High School or Below,65673.0,Single,Nova,4605.04,Standard,2013,3,,,Pre-2018 Standard,Active,2013-03-01,,69,65673.0,False,4-6k,2
320685,Quebec,Montreal,H2T 2J6,Female,High School or Below,65673.0,Single,Nova,4605.04,Standard,2013,4,,,Pre-2018 Standard,Active,2013-04-01,,68,65673.0,False,4-6k,2
459099,Ontario,Toronto,P5S 6R4,Female,High School or Below,65673.0,Single,Nova,4605.04,Standard,2013,1,,,Pre-2018 Standard,Active,2013-01-01,,71,65673.0,False,4-6k,2
811619,Quebec,Quebec City,G1B 3L5,Male,High School or Below,65673.0,Single,Nova,4605.04,Standard,2014,12,,,Pre-2018 Standard,Active,2014-12-01,,48,65673.0,False,4-6k,2
342007,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54227.0,Married,Nova,4897.98,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,54227.0,False,4-6k,2
733658,Alberta,Calgary,T3E 2V9,Male,College,,Divorced,Nova,4605.27,Standard,2017,1,,,Pre-2018 Standard,Active,2017-01-01,,23,,True,4-6k,2
939760,Ontario,Toronto,M8Y 4K8,Male,Doctor,139884.0,Single,Nova,4607.24,Standard,2015,12,2016.0,10.0,Pre-2018 Standard,Cancelled,2015-12-01,2016-10-01,10,139884.0,False,4-6k,2
298829,Ontario,Trenton,K8V 4B2,Male,College,,Married,Nova,4611.25,Standard,2015,6,,,Pre-2018 Standard,Active,2015-06-01,,42,,True,4-6k,2
650466,British Columbia,Victoria,V10 6T5,Male,College,,Single,Nova,4623.54,Standard,2016,9,,,Pre-2018 Standard,Active,2016-09-01,,27,,True,4-6k,2
226422,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2014,1,,,Pre-2018 Standard,Active,2014-01-01,,59,90071.0,False,4-6k,2
314189,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2018,9,,,2018 Standard,Active,2018-09-01,,3,90071.0,False,4-6k,2
436969,Quebec,Quebec City,G1B 3L5,Female,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2014,6,,,Pre-2018 Standard,Active,2014-06-01,,54,90071.0,False,4-6k,2
544837,Ontario,Toronto,M2M 7K8,Male,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2017,5,,,Pre-2018 Standard,Active,2017-05-01,,19,90071.0,False,4-6k,2
560936,Ontario,Toronto,P2T 6G3,Female,Bachelor,90071.0,Divorced,Nova,4626.8,Standard,2015,8,,,Pre-2018 Standard,Active,2015-08-01,,40,90071.0,False,4-6k,2
636965,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Nova,4630.36,Standard,2017,7,,,Pre-2018 Standard,Active,2017-07-01,,17,,True,4-6k,2
266516,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Nova,4633.1,Standard,2015,11,,,Pre-2018 Standard,Active,2015-11-01,,37,,True,4-6k,2
346103,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,75379.0,Single,Nova,4633.34,Standard,2017,2,,,Pre-2018 Standard,Active,2017-02-01,,22,75379.0,False,4-6k,2
778393,Ontario,Toronto,P1W 1K4,Male,Bachelor,68677.0,Married,Nova,4633.45,Standard,2012,7,,,Pre-2018 Standard,Active,2012-07-01,,77,68677.0,False,4-6k,2
259700,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,53204.0,Married,Nova,4633.55,Standard,2018,8,,,2018 Standard,Active,2018-08-01,,4,53204.0,False,4-6k,2
234588,British Columbia,Vancouver,V6E 3Z3,Male,Master,123828.0,Married,Nova,4636.55,Standard,2015,8,,,Pre-2018 Standard,Active,2015-08-01,,40,123828.0,False,4-6k,2
580834,Ontario,Trenton,K8V 4B2,Male,Master,123828.0,Married,Nova,4636.55,Standard,2017,2,,,Pre-2018 Standard,Active,2017-02-01,,22,123828.0,False,4-6k,2
733601,Ontario,Ottawa,K1F 2R2,Male,College,,Divorced,Nova,4637.54,Standard,2018,9,,,2018 Standard,Active,2018-09-01,,3,,True,4-6k,2
402177,Quebec,Montreal,H2Y 4R4,Male,College,,Divorced,Nova,4638.95,Standard,2018,10,,,2018 Standard,Active,2018-10-01,,2,,True,4-6k,2
959192,Manitoba,Winnipeg,R2C 0M5,Male,College,,Divorced,Nova,4638.95,Standard,2015,4,,,Pre-2018 Standard,Active,2015-04-01,,44,,True,4-6k,2
718031,Ontario,Toronto,M2M 7K8,Female,College,,Single,Nova,4639.04,Standard,2012,9,,,Pre-2018 Standard,Active,2012-09-01,,75,,True,4-6k,2
187390,Alberta,Peace River,T9O 2W2,Female,College,,Divorced,Nova,4644.7,Standard,2017,12,,,Pre-2018 Standard,Active,2017-12-01,,12,,True,4-6k,2
603587,British Columbia,Victoria,V10 6T5,Male,Bachelor,59369.0,Married,Nova,4646.39,Standard,2014,11,,,Pre-2018 Standard,Active,2014-11-01,,49,59369.0,False,4-6k,2
425717,Quebec,Tremblant,H5Y 2S9,Male,College,,Married,Nova,4648.54,Standard,2013,5,2018.0,5.0,Pre-2018 Standard,Cancelled,2013-05-01,2018-05-01,60,,True,4-6k,2
301323,New Brunswick,Moncton,E1A 2A7,Female,Master,105829.0,Married,Nova,5926.73,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,105829.0,False,4-6k,2
276806,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,82147.0,Single,Nova,6019.93,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,82147.0,False,6-10k,2
472964,Quebec,Montreal,H4G 3T4,Female,Master,128352.0,Single,Nova,4650.06,Standard,2013,12,,,Pre-2018 Standard,Active,2013-12-01,,60,128352.0,False,4-6k,2
499027,Ontario,London,M5B 3E4,Male,Master,128352.0,Single,Nova,4650.06,Standard,2012,7,,,Pre-2018 Standard,Active,2012-07-01,,77,128352.0,False,4-6k,2
761240,Quebec,Montreal,H2Y 2W2,Female,Master,128352.0,Single,Nova,4650.06,Standard,2012,7,,,Pre-2018 Standard,Active,2012-07-01,,77,128352.0,False,4-6k,2
885933,Ontario,Ottawa,K1F 2R2,Male,Master,128352.0,Single,Nova,4650.06,Standard,2015,9,,,Pre-2018 Standard,Active,2015-09-01,,39,128352.0,False,4-6k,2
945199,Ontario,Toronto,P1W 1K4,Female,Master,128352.0,Single,Nova,4650.06,Standard,2017,12,,,Pre-2018 Standard,Active,2017-12-01,,12,128352.0,False,4-6k,2
501655,Ontario,Trenton,K8V 4B2,Male,College,,Single,Nova,4650.68,Standard,2016,2,,,Pre-2018 Standard,Active,2016-02-01,,34,,True,4-6k,2
530425,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,4650.68,Standard,2013,8,,,Pre-2018 Standard,Active,2013-08-01,,64,,True,4-6k,2
173252,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Nova,4652.91,Standard,2014,11,,,Pre-2018 Standard,Active,2014-11-01,,49,,True,4-6k,2
148258,Ontario,Trenton,K8V 4B2,Male,Bachelor,91825.0,Married,Nova,4654.58,Standard,2017,3,2018.0,9.0,Pre-2018 Standard,Cancelled,2017-03-01,2018-09-01,18,91825.0,False,4-6k,2
307159,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,,Single,Nova,4654.84,Standard,2012,11,,,Pre-2018 Standard,Active,2012-11-01,,73,,True,4-6k,2
140079,Ontario,Toronto,P5S 6R4,Male,Bachelor,54139.0,Divorced,Nova,4655.21,Standard,2012,10,,,Pre-2018 Standard,Active,2012-10-01,,74,54139.0,False,4-6k,2
345615,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,4655.39,Standard,2017,6,,,Pre-2018 Standard,Active,2017-06-01,,18,,True,4-6k,2
996238,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,96476.0,Divorced,Nova,4655.61,Standard,2015,1,,,Pre-2018 Standard,Active,2015-01-01,,47,96476.0,False,4-6k,2
540751,Ontario,Toronto,P5S 6R4,Male,College,,Married,Nova,4656.49,Standard,2016,11,,,Pre-2018 Standard,Active,2016-11-01,,25,,True,4-6k,2
798672,British Columbia,Victoria,V10 6T5,Female,Bachelor,53178.0,Married,Nova,4656.67,Standard,2017,6,,,Pre-2018 Standard,Active,2017-06-01,,18,53178.0,False,4-6k,2
929451,Alberta,Edmonton,T9G 1W3,Male,Doctor,148510.0,Single,Nova,4657.16,Standard,2014,1,,,Pre-2018 Standard,Active,2014-01-01,,59,148510.0,False,4-6k,2
526316,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Nova,4660.01,Standard,2016,12,,,Pre-2018 Standard,Active,2016-12-01,,24,,True,4-6k,2
913571,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Nova,4661.98,Standard,2014,1,,,Pre-2018 Standard,Active,2014-01-01,,59,,True,4-6k,2
142122,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2018,12,,,2018 Standard,Active,2018-12-01,,0,87635.0,False,4-6k,2
338837,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015,4,2015.0,12.0,Pre-2018 Standard,Cancelled,2015-04-01,2015-12-01,8,87635.0,False,4-6k,2
381065,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015,8,2017.0,3.0,Pre-2018 Standard,Cancelled,2015-08-01,2017-03-01,19,87635.0,False,4-6k,2
492883,Ontario,Toronto,P1L 8X8,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,87635.0,False,4-6k,2
656288,Ontario,Trenton,K8V 4B2,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2016,11,,,Pre-2018 Standard,Active,2016-11-01,,25,87635.0,False,4-6k,2
684699,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015,1,2015.0,3.0,Pre-2018 Standard,Cancelled,2015-01-01,2015-03-01,2,87635.0,False,4-6k,2
731373,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2018,11,,,2018 Standard,Active,2018-11-01,,1,87635.0,False,4-6k,2
840262,Quebec,Quebec City,G1B 3L5,Male,Bachelor,87635.0,Married,Nova,4669.23,Standard,2012,8,,,Pre-2018 Standard,Active,2012-08-01,,76,87635.0,False,4-6k,2
844641,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Nova,4671.42,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,,True,4-6k,2
582674,New Brunswick,Fredericton,E3B 2H2,Male,High School or Below,32785.0,Married,Nova,9546.82,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,32785.0,False,6-10k,2
611481,Ontario,Toronto,M2M 7K8,Male,Bachelor,92717.0,Married,Nova,4678.42,Standard,2017,5,,,Pre-2018 Standard,Active,2017-05-01,,19,92717.0,False,4-6k,2
526586,Ontario,Kingston,M9K 2P4,Male,Bachelor,50337.0,Married,Nova,4683.44,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,50337.0,False,4-6k,2
202035,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,88748.0,Married,Nova,4685.5,Standard,2018,11,,,2018 Standard,Active,2018-11-01,,1,88748.0,False,4-6k,2
112226,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,74413.0,Married,Nova,4686.47,Standard,2014,1,,,Pre-2018 Standard,Active,2014-01-01,,59,74413.0,False,4-6k,2
712362,Quebec,Montreal,H2T 2J6,Male,Bachelor,74413.0,Married,Nova,4686.47,Standard,2016,6,,,Pre-2018 Standard,Active,2016-06-01,,30,74413.0,False,4-6k,2
614574,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,55795.0,Married,Nova,4686.81,Standard,2017,12,,,Pre-2018 Standard,Active,2017-12-01,,12,55795.0,False,4-6k,2
198570,British Columbia,Victoria,V10 6T5,Female,Doctor,266718.0,Married,Nova,4688.46,Standard,2018,5,,,2018 Standard,Active,2018-05-01,,7,266718.0,False,4-6k,2
622953,Quebec,Hull,J8Y 3Z5,Female,Doctor,266718.0,Married,Nova,4688.46,Standard,2014,2,2014.0,10.0,Pre-2018 Standard,Cancelled,2014-02-01,2014-10-01,8,266718.0,False,4-6k,2
415402,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,63640.0,Divorced,Nova,4690.79,Standard,2017,6,,,Pre-2018 Standard,Active,2017-06-01,,18,63640.0,False,4-6k,2
749705,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,63640.0,Divorced,Nova,4690.79,Standard,2013,6,,,Pre-2018 Standard,Active,2013-06-01,,66,63640.0,False,4-6k,2
854249,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Nova,4691.04,Standard,2013,9,,,Pre-2018 Standard,Active,2013-09-01,,63,,True,4-6k,2
981117,Ontario,Toronto,P1W 1K4,Male,College,,Single,Nova,4692.1,Standard,2017,8,,,Pre-2018 Standard,Active,2017-08-01,,16,,True,4-6k,2
166175,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,91500.0,Single,Nova,10391.78,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,91500.0,False,10-20k,2
138475,Ontario,Toronto,P1W 1K4,Male,Bachelor,90709.0,Married,Nova,4698.88,Standard,2013,1,,,Pre-2018 Standard,Active,2013-01-01,,71,90709.0,False,4-6k,2
888417,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,90709.0,Married,Nova,4698.88,Standard,2014,12,,,Pre-2018 Standard,Active,2014-12-01,,48,90709.0,False,4-6k,2
573347,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Nova,4700.42,Standard,2018,12,,,2018 Standard,Active,2018-12-01,,0,,True,4-6k,2
307622,Quebec,Montreal,H2Y 2W2,Male,Bachelor,66905.0,Married,Nova,4708.2,Standard,2016,12,,,Pre-2018 Standard,Active,2016-12-01,,24,66905.0,False,4-6k,2
451042,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,50085.0,Married,Nova,4711.04,Standard,2015,5,2016.0,1.0,Pre-2018 Standard,Cancelled,2015-05-01,2016-01-01,8,50085.0,False,4-6k,2
486600,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,96694.0,Married,Nova,4711.08,Standard,2015,1,,,Pre-2018 Standard,Active,2015-01-01,,47,96694.0,False,4-6k,2
761403,Alberta,Banff,T4V 1D4,Female,College,,Married,Nova,4715.32,Standard,2014,2,,,Pre-2018 Standard,Active,2014-02-01,,58,,True,4-6k,2
356712,Quebec,Montreal,H4G 3T4,Male,Bachelor,50746.0,Married,Nova,4716.26,Standard,2013,10,,,Pre-2018 Standard,Active,2013-10-01,,62,50746.0,False,4-6k,2
432716,British Columbia,Victoria,V10 6T5,Female,Bachelor,46801.0,Married,Nova,4717.63,Standard,2015,5,,,Pre-2018 Standard,Active,2015-05-01,,43,46801.0,False,4-6k,2
805008,Quebec,Hull,J8Y 3Z5,Male,Bachelor,46801.0,Married,Nova,4717.63,Standard,2016,12,,,Pre-2018 Standard,Active,2016-12-01,,24,46801.0,False,4-6k,2
902679,Alberta,Calgary,T3E 2V9,Female,Bachelor,97502.0,Married,Nova,4719.45,Standard,2015,9,,,Pre-2018 Standard,Active,2015-09-01,,39,97502.0,False,4-6k,2
924469,Ontario,Toronto,P1W 1K4,Male,Bachelor,51135.0,Single,Nova,4720.61,Standard,2015,10,,,Pre-2018 Standard,Active,2015-10-01,,38,51135.0,False,4-6k,2
505776,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Nova,4721.66,Standard,2018,1,,,2018 Standard,Active,2018-01-01,,11,,True,4-6k,2
467607,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,22850.0,Married,Nova,14748.92,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,22850.0,False,10-20k,2
722566,Quebec,Quebec City,G1B 3L5,Female,Bachelor,53268.0,Married,Nova,4723.45,Standard,2014,7,,,Pre-2018 Standard,Active,2014-07-01,,53,53268.0,False,4-6k,2
